title,year
SCHOOL SOCIAL WORK WEEK,2023
SCHOOL SHOOTING SAFETY AND PREPAREDNESS ACT,2023
SCHOOL SAFETY DRILL RESEARCH ACT,2023
SCHOOL RESOURCE OFFICER COMPENSATION ACT,2023
SCHOOL MODERNIZATION AND EFFICIENT ACCESS TO LUNCHES FOR STUDENTS (SCHOOL MEALS) ACT,2023
SCHOOL LUNCH AFFORDABILITY ACT,2023
SCHOOL LIBRARY JOURNAL,2023
SCHOOL INFRASTRUCTURE MODERNIZATION ACT,2023
SCHOOL BUS SAFETY MONTH,2023
SCHOOL ACCESS TO NALOXONE ACT,2023
"SCHONELY, BILL AND DOTTIE",2023
"SCHOLTEN, HILLARY J. (a Representative from Michigan)",2023
SCHOLARSHIPS FOR OPPORTUNITY AND RESULTS (SOAR) ACT,2023
"SCHOFIELD, PARKER",2023
"SCHOEN, MICHAEL",2023
"SCHNITZER, ABRAHAM",2023
"SCHNELL, MYCHAEL",2023
"SCHNEIDER, KEVIN B.",2023
"SCHNEIDER, DALE",2023
"SCHNEIDER, BRADLEY SCOTT (a Representative from Illinois)",2023
"SCHNEERSON, MENACHEM M.",2023
"SCHMUTZ, ELEANOR",2023
"SCHMITZ, TOM",2023
"SCHMITT, ERIC (a Senator from Missouri)",2023
"SCHMITT, BART",2023
"SCHMIDT, WAYNE",2023
"SCHMIDT, KENNETH J.",2023
"SCHMIDT, JOHN",2023
"SCHLERETH, FRANK G., III",2023
"SCHLANGER, MARGO",2023
"SCHILLARI, FRANK X.",2023
"SCHIFF, ADAM B. (a Representative from California)",2023
"SCHIESS, DOUGLAS A.",2023
"SCHEUERMANN, MAUREEN R. O’DONNELL",2023
"SCHERERVILLE, IN",2023
"SCHENTRUP, CARMEN",2023
"SCHENECTADY, NY",2023
"SCHENCK, ROBERT",2023
"SCHENCK, MICHAEL",2023
"SCHEMENAUER, STEPHEN E.",2023
"SCHELL, MARY",2023
"SCHELHORN, CARLTON (SHADY)",2023
"SCHELEN, BOB",2023
"SCHEFFLER, DAVID",2023
"SCHEEL, HUNTER",2023
"SCHAW, DANIEL",2023
"SCHAUMBURG, MANDY",2023
"SCHAUFELD, FREDRICK D.",2023
"SCHATZEL, KIM",2023
"SCHATZ, JULIE",2023
"SCHATZ, BRIAN (a Senator from Hawaii)",2023
"SCHALLER, GLEN",2023
"SCHAKOWSKY, JANICE D. (a Representative from Illinois)",2023
"SCHAEFER, BRYON",2023
"SCHACHTER, ALEX",2023
"SCATTONE, ETHAN",2023
"SCARONI, SUSANNAH",2023
"SCANLON, MARY GAY (a Representative from Pennsylvania)",2023
"SCALISE, STEVE (a Representative from Louisiana)",2023
SCALING COMMUNITY LENDERS ACT,2023
"SCALF, DONALD W.",2023
SBIC ADVISORY COMMITTEE ACT,2023
SB TACTICAL (company),2023
"SAYLOR, SHANNON R.",2023
"SAWYER, THOMAS C. (a former Representative from Ohio)",2023
"SAWYER, RANDY",2023
"SAWALICH, STEVE",2023
SAVINGS & LOAN ASSOCIATIONS see Financial Institutions,2023
SAVINGS BONDS see Securities,2023
SAVING VET HALLS ACT,2023
SAVING TRANSIT ART RESOURCES (STAR) ACT,2023
SAVING THE CIVIL SERVICE ACT,2023
SAVING TAXPAYERS’ MONEY AND PAYING AMERICA’S DEBT ACT,2023
SAVING MONEY AND ACCELERATING REPAIRS THROUGH (SMART) LEASING ACT,2023
SAVING HAZARDOUS AND DECLINING ENVIRONMENTS (SHADE) ACT,2023
SAVING GIG ECONOMY TAXPAYERS ACT,2023
SAVING AMERICAN FARMS FROM ADVERSARIES ACT,2023
SAVING AMERICA’S VULNERABLE AND ENDANGERED SPECIES (SAVES) ACT,2023
SAVE22 (organization),2023
SAVE THE BAY (organization),2023
SAVE RURAL HOSPITALS ACT,2023
SAVE OUR SEAS 2.0 ACT,2023
SAVE OUR GAS STOVES ACT,2023
SAVE OUR AIRPORTS REPORTING ACT,2023
SAVE MEDICARE ACT,2023
SAVE LOCAL BUSINESS ACT,2023
SAVE AMERICA’S FORGOTTEN EQUINES (SAFE) ACT,2023
"SAVAR, MURRAY",2023
"SAVANNAH, GA",2023
"SAVAKINUS, BOB",2023
"SAVAGE, CHARLIE",2023
"SAUNDERS, JACQULYN",2023
"SAUNDERS, CHARLENE",2023
"SAULS, AMANDA",2023
SAUDIA ARABIA,2023
"SAUDI ARABIA, KINGDOM OF",2023
"SAUDI ARABIA DECEMBER 6, 2019, ANTI-TERROR AND ACCOUNTABILITY ACT",2023
"SAUCERMAN, MARION (WAYNE)",2023
"SATTLER, CAMRYN",2023
"SATTERFIELD, J.",2023
"SATOKO, NOURISHIRAZI",2023
SATELLITE CYBERSECURITY ACT,2023
SATELLITE AND TELECOMMUNICATIONS (SAT) STREAMLINING ACT,2023
"SASSER, DIXON A.",2023
"SASSE, BEN (a Senator from Nebraska)",2023
"SASSE, BEN (a former Senator from Nebraska)",2023
"SASLAV, ANDREW O.",2023
"SASAHARA, KAREN",2023
"SARMIENTO, MONICA",2023
"SARINE-VAN BRUNT, KRISSY",2023
"SARDO, CARLY",2023
"SARDIS, MS",2023
"SARBANES, PAUL S. (a former Senator from Maryland)",2023
SARBANES-OXLEY ACT see Public Company Accounting Reform and Investor Protection Act,2023
"SARBANES, JOHN P. (a Representative from Maryland)",2023
"SARATOGA COUNTY, NY",2023
"SARASOTA COUNTY, FL",2023
SARAH’S LAW see Crime; Immigration,2023
"SAPP, WILLIAM",2023
"SAPP, RON",2023
"SAPA, WILLIAM",2023
"SANTSPREE, RICHARD E.",2023
"SANTOS, RUBEM",2023
"SANTOS, MIGUEL",2023
"SANTOS, GUALTERIO",2023
"SANTOS, GEORGE (a Representative from New York)",2023
"SANTANA, BRENDA",2023
SANTA ROSA JUNIOR COLLEGE,2023
"SANTA ROSA COUNTY, FL",2023
"SANTA ROSA, CA",2023
"SANTA ROSA BEACH, FL",2023
"SANTA MARIA, CA",2023
"SANTA FE, TX",2023
SANTA FE (NM) NEW MEXICAN,2023
"SANTA CRUZ, DANIEL",2023
"SANTA CRUZ COUNTY, CA",2023
"SANTA CRUZ COUNTY, AZ",2023
"SANTA CLARITA, CA",2023
"SANTA BARBARA, CA",2023
"SANTA ANA, CA",2023
"SANSOTERRA, JOANNA",2023
SANOFI S.A.,2023
"SANGER, ALICE",2023
"SANGALA, PAULSON R.",2023
"SANFORD, EVALYNN",2023
"SANDY, GARY",2023
"SANDUSKY, OH",2023
"SANDS, PAULA",2023
"SANDPOINT, ID",2023
"SANDOVAL, FRANCISCO",2023
"SANDOVAL COUNTY, NM",2023
"SANDOVAL, CESAR",2023
SANDHILLS COMMUNITY COLLEGE,2023
"SANDERS, TYWANZA",2023
"SANDERS, TOPHER",2023
"SANDERS, DEREK",2023
"SANDERS, BERNARD (a Senator from Vermont)",2023
"SANDERS, AIYANNA Z.",2023
SANCTIONS TARGETING AGGRESSORS OF NEIGHBORING DEMOCRACIES (STAND) WITH TAIWAN ACT,2023
SANCTIONS EVASION WHISTLEBLOWER REWARDS ACT,2023
SANCTIONS ENFORCEMENT AND FINANCIAL INSTITUTIONS TRANSPARENCY (SEFIT) ACT,2023
SANCTIONING TRANSFERS AND OUTBOUND PRODUCTS TO (STOP) IRAN ACT,2023
SANCTIONING THE USE OF CIVILIANS AS DEFENSELESS SHIELDS ACT,2023
SANCTIONING SUPPORTERS OF SLAVE LABOR ACT,2023
SANCTION TRANSACTIONS ORIGINATING FROM PERNICIOUS CHINESE COMPANIES AND POLICIES (STOP CCP) ACT,2023
"SANCHEZ TORREZ, JAZMIN",2023
"SANCHEZ, LORETTA (a former Representative from California)",2023
"SANCHEZ, JOSE",2023
"SANCHEZ, JEFF",2023
"SANCHEZ CORDERO, ENEDINA (NINA)",2023
"SANCHEZ, ALEX",2023
"SANBORN, NORMAN G.",2023
"SANBORN, IA",2023
"SAN MIGUEL COUNTY, NM",2023
"SAN MIGUEL COUNTY, CO",2023
"SAN MATEO COUNTY, CA",2023
"SAN MARINO, REPUBLIC OF",2023
"SAN MARCOS, TX",2023
"SAN MARCOS, CA",2023
"SAN LUIS OBISPO, CA",2023
"SAN LEON, TX",2023
"SAN JUAN, PR",2023
"SAN JUAN COUNTY, WA",2023
"SAN JUAN COUNTY, NM",2023
"SAN JUAN COUNTY, CO",2023
"SAN JOSE, CA",2023
"SAN JOAQUIN COUNTY, CA",2023
SAN GABRIEL MOUNTAINS PROTECTION ACT,2023
SAN FRANCISCO JAZZ ORGANIZATION,2023
"SAN FRANCISCO, CA",2023
SAN DIEGO STATE UNIVERSITY,2023
"SAN DIEGO COUNTY, CA",2023
"SAN DIEGO, CA",2023
"SAN BERNARDINO, CA",2023
"SAN ANTONIO, TX",2023
"SAN ANGELO, TX",2023
"SAMUEL, WILLIAM",2023
"SAMSEL, RYAN",2023
SAME DAY REGISTRATION ACT,2023
"SALVATORE, RUSSELL J.",2023
"SALTER, HOUSTON",2023
SALT RELIEF ACT,2023
SALT MARRIAGE PENALTY ELIMINATION ACT,2023
SALT LAKE COMMUNITY COLLEGE,2023
"SALT LAKE CITY, UT",2023
SALT FAIRNESS ACT,2023
"SALSGIVER, JASON A.",2023
"SALOWE-KAYE, PHYLLIS",2023
"SALMON, MIKE",2023
"SALMON, BOBBY",2023
"SALLOWS, PEYTON",2023
"SALLER, RICHARD",2023
"SALISBURY, NC",2023
"SALISBURY, BETH A.",2023
"SALINAS, ANDREA (a Representative from Oregon)",2023
"SALEM, VA",2023
"SALEM, MA",2023
"SALEM COUNTY, NJ",2023
"SALBERG, WENDY",2023
"SALAZAR, MIGUEL",2023
"SALAZAR, MARIA ELVIRA (a Representative from Florida)",2023
"SALAZAR, KENT",2023
"SALAZAR, CYRUS",2023
"SALAMANCA, EMILY",2023
"SALAAM, CAPRI",2023
"SALA, CARMEN A. AND FELIX VEGA",2023
"SAKSA, JIM",2023
"SAITO, BRUCE",2023
"SAIRANY, ALAN",2023
SAILOR STANDARD OF CARE ACT,2023
"SAHL, JOE M.",2023
"SAHADY, MARK",2023
"SAGER, SHERRI",2023
"SAFRENO, TY",2023
SAFETY ENHANCEMENTS FOR COMMUNITIES USING REASONABLE AND EFFECTIVE (SECURE) FIREARM STORAGE ACT,2023
SAFETY,2023
SAFER SCHOOLS ACT,2023
SAFER NEIGHBORHOODS GUN BUYBACK ACT,2023
SAFER HOMES AND FAMILIES ACT,2023
SAFER HIGHWAYS AND INCREASED PERFORMANCE FOR INTERSTATE TRUCKING (SHIP IT) ACT,2023
SAFER DETENTION ACT,2023
SAFEGUARDING TUNISIAN DEMOCRACY ACT,2023
SAFEGUARDING THE U.S. ARMED FORCES AND SERVICE ACADEMIES ACT,2023
SAFEGUARDING THE TRANSPARENCY AND EFFICIENCY OF PAYMENTS ACT,2023
SAFEGUARDING THE HOMELAND FROM THE THREATS POSED BY UNMANNED AIRCRAFT SYSTEMS ACT,2023
SAFEGUARDING OUR LEVEES ACT,2023
SAFEGUARDING KIDS AND FAMILIES FROM CRITICAL FOOD DISRUPTIONS ACT,2023
"SAFEGUARDING ENDANGERED CHILDREN, UNACCOMPANIED AND AT RISK OF EXPLOITATION (SECURE) ACT",2023
SAFEGUARDING AMERICANS FROM EXTREMISM (SAFE) ACT,2023
SAFEGUARDING AMERICAN VALUE-ADDED EXPORTS (SAVE) ACT,2023
SAFEGUARDING AMERICAN EDUCATION FROM FOREIGN CONTROL ACT,2023
"SAFEGUARDING AGAINST FRAUD, EXPLOITATION, THREATS, EXTREMISM, AND CONSUMER HARMS (SAFE TECH) ACT",2023
SAFE STUDENTS ACT,2023
SAFE STORAGE SAVES LIVES ACT,2023
SAFE STEP ACT,2023
SAFE SOCIAL MEDIA ACT,2023
SAFE DRINKING WATER ACT,2023
SAFE BANKING ACT,2023
SAFE AND SMART FEDERAL PURCHASING ACT,2023
SAFE AND QUIET SKIES ACT,2023
"SAENZ, JESS",2023
"SADLER, LORI",2023
"SADDLER, JOSHUA",2023
"SADA, ANDRES",2023
"SACRAMENTO COUNTY, CA",2023
"SACRAMENTO, CA",2023
"SACKETT, MICHAEL AND CHANTELL",2023
"SACHNOFF, LOWELL",2023
"SACCO, MICHAEL",2023
"SABY, LINNEA",2023
"SABLAN, GREGORIO KILILI CAMACHO (a Delegate from the Northern Mariana Islands)",2023
"SÁNCHEZ, LINDA T. (a Representative from California)",2023
"SÁNCHEZ, JAVIER M.",2023
"RYDER, JEANNINE M.",2023
"RYAN, WILLIAM A., III",2023
"RYAN, PATRICK (a Representative from New York)",2023
"RYAN, MARJORIE STANTON",2023
"RYAN, DUANE",2023
"RYAN, BRAD AND JOY",2023
"RWANDA, REPUBLIC OF",2023
"RUTLAND, JACK, JR.",2023
"RUTHVEN, MARTHA",2023
"RUTHERFORD, JOHN H. (a Representative from Florida)",2023
"RUTA, JOSEPH",2023
"RUSYN, IVAN",2023
"RUSTIN, BAYARD",2023
"RUST, CHRIS",2023
"RUSSO, PATRICK A.",2023
"RUSSO, CHARLES",2023
"RUSSMAN, ABBIE",2023
RUSSIAN WAR CRIMES IN UKRAINE TAX ACT,2023
RUSSIA IS A STATE SPONSOR OF TERRORISM ACT,2023
RUSSIA AND BELARUS FINANCIAL SANCTIONS ACT,2023
RUSSIA,2023
"RUSSELLVILLE, AR",2023
"RUSSELL STOVER CHOCOLATES, LLC",2023
"RUSSELL, SARAH FRENCH",2023
"RUSSELL, RICHARD B. (a former Senator from Georgia)",2023
"RUSSELL-McCLOUD, PATRICIA",2023
"RUSSELL, JOSEPH L.",2023
"RUSSELL, JOHN D.",2023
"RUSSELL, DONALD B.",2023
"RUSSELL, BILL",2023
"RUSSELL, BETSY",2023
"RUSHVILLE, IN",2023
"RUSHING, STONY D.",2023
"RUSHING, LINDA",2023
"RUSHING, DENISE",2023
"RUS, REGINA BIANUCCI",2023
RURAL VETERINARY WORKFORCE ACT,2023
RURAL POST OFFICE RECONSTRUCTION ACT,2023
RURAL PHYSICIAN WORKFORCE PRODUCTION ACT,2023
RURAL MICROENTREPRENEUR ASSISTANCE ACT,2023
"RURAL MEDIA GROUP, INC.",2023
RURAL JOBS ACT,2023
RURAL INTERNET IMPROVEMENT ACT,2023
RURAL HOUSING SERVICE REFORM ACT,2023
RURAL HOSPITAL TECHNICAL ASSISTANCE PROGRAM ACT,2023
RURAL HOSPITAL CYBERSECURITY ENHANCEMENT ACT,2023
RURAL HOSPITAL CLOSURE RELIEF ACT,2023
RURAL HEALTH CLINIC BURDEN REDUCTION ACT,2023
RURAL FOREST MARKETS ACT,2023
RURAL ENERGY SAVINGS ACT,2023
RURAL ENERGY FOR AMERICA PROGRAM (REAP) IMPROVEMENT ACT,2023
RURAL ENERGY EQUITY ACT,2023
RURAL ELECTRIFICATION ACT,2023
RURAL DEVELOPMENT MODERNIZATION ACT,2023
RURAL BROADBAND PROTECTION ACT,2023
RURAL AREAS  related term(s)  Agriculture; Urban Areas,2023
RURAL AMERICA HEALTH CORPS ACT,2023
"RUPPERSBERGER, C.A. DUTCH (a Representative from Maryland)",2023
RUNYAN FAMILY,2023
"RUNNION, CHUCK",2023
RUNAWAY AND HOMELESS YOUTH ACT,2023
"RUK, KATRINKA",2023
"RUIZ, RAUL (a Representative from California)",2023
"RUIZ ESQUIVEL, SALVADOR",2023
"RUGGE, JOHN",2023
"RUGABER, CHRISTOPHER",2023
"RUGA, JOHN",2023
"RUFE, JOHN J.",2023
"RUETSCH, KELLIE",2023
"RUEDA MARTÍNEZ, IRIS B.",2023
"RUEDA, MARIA",2023
"RUDOLPH, ALAN S.",2023
"RUDISILL, CLAUDIA",2023
"RUDDER, STEVEN R.",2023
"RUCKER, JOHN O.",2023
"RUCKER, HOLCOMBE",2023
RUBY MOUNTAINS PROTECTION ACT,2023
"RUBIO, MARCO (a Senator from Florida)",2023
"RUBIN, VICTORIA LONG",2023
"RUAN, TONY",2023
RPM COST SHARING ELIMINATION STUDY ACT,2023
"ROYSE CITY, TX",2023
"ROYBAL, LISA",2023
"ROYBAL-ALLARD, LUCILLE (a former Representative from California)",2023
"ROY, VIRGIE",2023
"ROY-PALMER, DENISE",2023
"ROY, CHIP (a Representative from Texas)",2023
"ROWLEY, DAVE",2023
"ROWLANDS, LEE A.",2023
"ROWLAND, SLOAN",2023
"ROWLAND, JJ",2023
"ROWE-FINKBEINER, KRISTIN",2023
"ROWE-ADAMS, JACKIE",2023
"ROWAN, HENRY",2023
"ROUZER, DAVID (a Representative from North Carolina)",2023
"ROUSTUM, DAVID",2023
"ROUNDS, MIKE (a Senator from South Dakota)",2023
"ROUHANDEH, ALEX J.",2023
"ROUGEAU, JACQUES",2023
"ROTHSCHILD, MATT",2023
"ROTHENBERG, ROBERT",2023
"ROTHBERG, JONATHAN",2023
ROTARY INTERNATIONAL,2023
"ROTA, BOB",2023
"ROSSOTTI, CHARLES O.",2023
"ROSSMAN, HAROLD D., JR.",2023
"ROSSI, TREVONNI",2023
"ROSSFORD, OH",2023
"ROSSETTI, STEPHEN J.",2023
"ROSS, WARNER A., II",2023
"ROSS, THOMAS W.",2023
"ROSS, PHYLLISIA",2023
"ROSS, PAMELA A.",2023
"ROSS, MAKAYLA RAE",2023
"ROSS, JIM",2023
"ROSS, DENNIS (a former Representative from Florida)",2023
"ROSS, DEBORAH K. (a Representative from North Carolina)",2023
"ROSS, BROOKE IGLEHEART",2023
"ROSNER, DAVID",2023
"ROSEWOOD, FL",2023
"ROSEVILLE, CA",2023
"ROSENTHAL, ELISABETH",2023
"ROSENTHAL, DAVID",2023
"ROSENTHAL, CECIL",2023
"ROSENDALE, MATTHEW M., SR. (a Representative from Montana)",2023
"ROSENBURG, MICHELLE",2023
"ROSEN, JACKY (a Senator from Nevada)",2023
"ROSELLE, NJ",2023
"ROSEBERRY, NOAH R.",2023
"ROSEBERRY, KELLY M.",2023
"ROSE, PATTY",2023
"ROSE, JOHN W. (a Representative from Tennessee)",2023
"ROSE, HAL",2023
"ROSE, CAROLYN",2023
"ROSCH, GIADA",2023
"ROSALES, MARIA",2023
"ROSADO, LOURDES",2023
"ROSADO, GIANCARLO",2023
ROSA PARKS DAY ACT,2023
ROSA PARKS DAY,2023
"ROREX, CLELA A.",2023
"ROPER, JESS",2023
"ROOT, WILLIAM",2023
"ROOS, MICHELLE",2023
"ROONEY, JASON",2023
"ROONEY, JAMES T.",2023
"ROOD, ELIZABETH",2023
"RONO, ANDREW",2023
"RONEY-RIVERA, RACHEL",2023
"RONE, MONTE L.",2023
"ROMNEY, MITT (a Senator from Utah)",2023
"ROMM, TONY",2023
"ROMEIKE, UWE AND FAMILY",2023
"ROME, NY",2023
"ROME, GA",2023
"ROMANO, KLAUDIA",2023
"ROMANO, FRANK",2023
ROMANIA VISA WAIVER ACT,2023
ROMANIA,2023
"ROMAN-MARTINEZ, ENRIQUE",2023
"ROMAN, GIANNA S.",2023
"ROMAGNOLO, ROBIN",2023
"ROLLINSON, MARJORIE A.",2023
"ROLLINSON, BRUCE (ROLLO)",2023
ROLLING STONE (PUBLICATION),2023
"ROLLING FORK, MS",2023
ROLLING ACTIVE PHARMACEUTICAL INGREDIENT AND DRUG (RAPID) RESERVE ACT,2023
ROLLCALL VOTES see Votes in House; Votes in Senate,2023
"ROLLA, MO",2023
ROLL CALL (publication),2023
ROLL BACK ESG TO INCREASE RETIREMENT EARNINGS (RETIRE) ACT,2023
"ROLFING, ROBB L.",2023
"ROJAS, MICHAEL",2023
"ROISUM, NOAH",2023
"ROHLING, ANDREW M.",2023
"ROGGENSACK, PATIENCE",2023
"ROGERS-WRIGHT, VANESSA",2023
"ROGERS, STEVEN",2023
"ROGERS, NAOMI",2023
"ROGERS, MIKE (a Representative from Alabama)",2023
"ROGERS, LLOYD K.",2023
"ROGERS, LARRY R., SR.",2023
"ROGERS, KIMBERLY",2023
"ROGERS, JACKLYN",2023
"ROGERS, HAROLD (a Representative from Kentucky)",2023
"ROGERS, FRED",2023
"ROGERS, BILL",2023
"ROGERS, ALAINA",2023
"ROECKER, MARC",2023
"ROE, RICK",2023
"RODVOLD, STEVEN J.",2023
"RODRIGUEZ, VIVIAN",2023
"RODRIGUEZ, URBANO, JR.",2023
"RODRIGUEZ, TIM",2023
"RODRIGUEZ, SANTOS",2023
"RODRIGUEZ, RICKY",2023
"RODRIGUEZ, RENE J.",2023
"RODRIGUEZ, REBECA",2023
"RODRIGUEZ, RACHAEL",2023
"RODRIGUEZ, JUAN R.",2023
"RODRIGUEZ, JOSE J.",2023
"RODRIGUEZ, BESSIE",2023
"RODRIGUEZ, ANGEL N.",2023
"RODRIGUEZ, ANDREA L.",2023
"RODRIGUES, PAIGE",2023
"RODRIGUES, GENE",2023
"RODRIGO RODRIGUEZ, JUAN",2023
"RODREGOUS, ANTHONY",2023
"RODGERS, NAMENE JAMES",2023
"RODGERS, JOHNNY (THE JET)",2023
"RODGERS, FRED",2023
"RODGERS, CORNELIUS",2023
"RODGERS, CATHY McMORRIS (a Representative from Washington)",2023
"RODENBAUGH, HOBSON E. (HOBBY)",2023
"RODE, PHIL",2023
"RODAS, KAYRA",2023
"ROCKY MOUNT, NC",2023
"ROCKWOOD, WILLIS J.",2023
"ROCKWOOD, BILL, JR.",2023
"ROCKWALL, TX",2023
"ROCKWALL COUNTY, TX",2023
"ROCKPORT, TX",2023
"ROCKLIN, CA",2023
"ROCKINGHAM COUNTY, VA",2023
"ROCKEY, DYLAN",2023
"ROCK SPRINGS, WY",2023
"ROCK, PAMELA J.",2023
"ROCK, MIKE",2023
"ROCK ISLAND, IL",2023
"ROCK HILL, SC",2023
"ROCK HILL, NC",2023
"ROCHON, PATRICIA J. SAUL",2023
"ROCHESTER, NY",2023
"ROCCO, HECTOR J.",2023
"ROCCO, ANTONELLA",2023
"ROBLES, JAIME",2023
"ROBISON, SCOTT",2023
"ROBINSVILLE, NJ",2023
"ROBINSON, TX",2023
"ROBINSON, TEJAH R.M.",2023
"ROBINSON, RANDALL",2023
"ROBINSON, PACE",2023
"ROBINSON, MARK",2023
"ROBINSON, LORI L.",2023
ROBINSON LEVINSON HOSTAGE RECOVERY AND HOSTAGE-TAKING ACCOUNTABILITY ACT see Hostage Recovery and Hostage-Taking Accountability Act,2023
"ROBINSON, KELLEY",2023
"ROBINSON, JOHN A., III",2023
"ROBINSON, DEBORAH",2023
"ROBINSON, CHRISTOPHER",2023
"ROBINSON, BRENT",2023
"ROBINS, SATOURI",2023
"ROBINS AFB, GA",2023
"ROBIN, STEVEN",2023
"ROBESON COUNTY, NC",2023
"ROBERTSON, LINDA",2023
"ROBERTSON, JUDITH",2023
"ROBERTSON, CAROLE",2023
"ROBERTS, R.C.",2023
"ROBERTS, NICHOLAS F., SR.",2023
"ROBERTS, KEVIN",2023
"ROBERTS, CATHERINE",2023
"ROBERTS, BENSON (BUZZ)",2023
ROBERT T. STAFFORD DISASTER RELIEF AND EMERGENCY ASSISTANCE ACT see Disaster Relief and Emergency Assistance Act,2023
ROBERT SMALLS (U.S.S.),2023
ROBERT L. TRUMKA PROTECTING THE RIGHT TO ORGANIZE ACT see Protecting the Right To Organize Act,2023
ROBERT CLECKLER (‘‘BOBBY’’) BOWDEN CONGRESSIONAL GOLD MEDAL ACT,2023
"ROBERT BOSCH, LLC",2023
"ROBBINS, NINA A.",2023
"ROBBINS, MICHAEL",2023
"ROBBINS, JEANNE",2023
"ROBBINS, CAMERON C.",2023
"ROANOKE, VA",2023
ROADS AND HIGHWAYS,2023
ROADLESS AREA CONSERVATION ACT,2023
ROAD TO RECOVERY ACT,2023
"ROACH, ERROL",2023
"RO, KUMHEE",2023
"RIVES, JACK L.",2023
"RIVERVIEW, MI",2023
"RIVERSIDE COUNTY, CA",2023
"RIVERSIDE, CA",2023
"RIVERS, LARRY (GATOR)",2023
RIVERS,2023
"RIVERA, RON",2023
"RIVERA, EULALIE",2023
"RIVAS, LUZ",2023
"RITTENHOUSE, KEVIN",2023
RITCHIE BOYS CONGRESSIONAL GOLD MEDAL ACT,2023
"RISTER, NANCY",2023
"RISCH, JAMES E. (a Senator from Idaho)",2023
RIPON SOCIETY INC.,2023
"RIOS, SEAN S.",2023
"RIOS, CAMRYN",2023
"RIORDAN, RICHARD J.",2023
RIO SAN JOSÉ AND RIO JEMEZ WATER SETTLEMENTS ACT,2023
"RIO GRANDE CITY, TX",2023
"RING, TRUDY",2023
"RIMI, ANJALI",2023
RIM OF THE VALLEY CORRIDOR PRESERVATION ACT,2023
"RILEY, RICHARD H., IV",2023
"RILEY, MARY ANN",2023
"RILEY, HOWARD",2023
"RILEY, DAVID J.",2023
"RILEY, CRAIG H., II",2023
"RIKELMAN, JULIE",2023
"RIGLER, LAUREN",2023
RIGHT TO CONTRACEPTION ACT,2023
RIGHT-SIZE THE FEDERAL RESERVE ACT,2023
"RIGGS, TRINITY",2023
"RIGGINS, KIM",2023
"RIESER, TIM",2023
"RIELY, EDMUND M. (BEAU)",2023
"RIEHLE, BRENDA RIGBY",2023
"RIEGLE, ROBERT H.",2023
"RIEGEL, CHAD",2023
"RIDINGS, AARON",2023
"RIDDLE, PEARSON, JR.",2023
"RICKS, LAUREEN",2023
"RICKLEY, PATRICK",2023
"RICKETTS, PETE (a Senator from Nebraska)",2023
"RICHT, MARK",2023
"RICHMOND, VA",2023
"RICHMOND, ME",2023
"RICHMOND HEIGHTS, MO",2023
"RICHMOND, DAVID",2023
"RICHMOND, CA",2023
RICHMOND (VA) TIMES-DISPATCH,2023
"RICHERT, LORI",2023
"RICHERS, KELLY",2023
"RICHBOURG, ANDREW (BEAR)",2023
"RICHARDSON, TAMURI",2023
"RICHARDSON, JOHN B., IV",2023
"RICHARDSON, ELIZABETH",2023
"RICHARDSON, CATHY M.",2023
"RICHARDSON, BILL (a former Representative from New Mexico)",2023
"RICHARDS, JULI AND MIKE",2023
"RICHARDS, JOHN",2023
"RICHARD, RONALD F.",2023
RICHARD L. TRUMKA PROTECTING THE RIGHT TO ORGANIZE ACT see Protecting the Right To Organize Act,2023
"RICHARD, KAYLEE",2023
"RICHARD, ELIZABETH H.",2023
"RICH, NAN",2023
"RICH, MARY SUE",2023
"RICH, HERBERT J.",2023
"RICE, RONALD",2023
"RICE-PEEBLES, EVELYN",2023
"RICE, ISABEL",2023
"RICE, DORIS KIMERY",2023
"RICE, BARRY",2023
"RICART, GLADYS",2023
"RIALTO, CA",2023
"RHODES, JOHN D.",2023
"RHODES, FRANK A., IV",2023
"RHODES, BILL",2023
RHODE ISLAND TELEVISION AND RADIO HALL OF FAME,2023
RHODE ISLAND,2023
"RHOADES, McKINLEY",2023
RHINOCEROS AND TIGER CONSERVATION ACT,2023
"RHIE, ARANG",2023
"RFD-TV (Nashville, TN)",2023
"REZMOVIC, JEFF",2023
"REYNOSO, CRUZ",2023
"REYNOLDS, WILLIAM L.",2023
"REYNOLDS, RHONDA",2023
"REYNOLDS, NORMAN, JR.",2023
"REYNOLDS, MIKE",2023
"REYNOLDS, LUTHER",2023
"REYNOLDS, KIM (Governor of Iowa)",2023
"REYNOLDS, KEVIN",2023
"REYNOLDS, ERNIE, SR.",2023
"REYNOLDS, ED",2023
"REYNOLDS, BILL",2023
"REYNA, HELEN ROMERO",2023
"REYES, RAMON E., JR.",2023
"REYES, JOSELINA",2023
"REYES, DJ",2023
"REYES, ANA C.",2023
"REWIS, DEWEY E., JR.",2023
REWARDING EFFORTS TO DECREASE UNRECYCLED CONTAMINANTS IN ECOSYSTEMS (REDUCE) ACT,2023
REWARD WORK ACT,2023
REVOKE IRANIAN FUNDING ACT,2023
REVITALIZING THE ECONOMY BY SIMPLIFYING TIMELINES AND ASSURING REGULATORY TRANSPARENCY (RESTART) ACT,2023
REVITALIZING RURAL COMMUNITIES ACT,2023
REVISING EXISTING PROCEDURES ON REPORTING VIA TECHNOLOGY (REPORT) ACT,2023
